#BGC Name	Family Number
NZ_KK316644.1.cluster001	7352
NZ_KK316648.1.cluster041	7352
NZ_KK316659.1.cluster043	7352
NZ_KK316672.1.cluster001	7352
NZ_KK316676.1.cluster001	7352
NZ_KK316684.1.cluster001	7352
NZ_KK316688.1.cluster006	7352
NZ_KK316769.1.cluster001	7352
NZ_KK316779.1.cluster001	7352
NZ_KK316788.1.cluster001	7352
NZ_KK316792.1.cluster001	7352
NZ_KK316797.1.cluster001	7352
NZ_KK316803.1.cluster015	7352
NZ_KK316818.1.cluster001	7352
NZ_KK316823.1.cluster001	7352
NZ_KK316828.1.cluster001	7352
NZ_KK316833.1.cluster001	7352
NZ_KK316839.1.cluster001	7352
NZ_KK316846.1.cluster021	7352
NZ_KK316877.1.cluster001	7352
NZ_KK316884.1.cluster009	7352
NZ_KK316945.1.cluster001	7352
NZ_KK316948.1.cluster001	7352
NZ_KK316953.1.cluster035	7352
NZ_KK316975.1.cluster044	7352
NZ_KK316977.1.cluster001	7352
NZ_KK316991.1.cluster001	7352
NZ_KK316995.1.cluster001	7352
NZ_KK317002.1.cluster001	7352
NZ_KK317007.1.cluster001	7352
NZ_KK317015.1.cluster001	7352
NZ_KK317020.1.cluster040	7352
NZ_KK317027.1.cluster049	7352
NZ_KK317034.1.cluster049	7352
NZ_KK317035.1.cluster040	7352
NZ_KK317037.1.cluster001	7352
NZ_KK317040.1.cluster001	7352
NZ_KK317044.1.cluster049	7352
NZ_KK317045.1.cluster049	7352
NZ_KK317046.1.cluster001	7352
NZ_KK317050.1.cluster001	7352
NZ_KK317053.1.cluster001	7352
NZ_KK317056.1.cluster035	7352
NZ_KK317059.1.cluster001	7352
NZ_KK317063.1.cluster001	7352
NZ_KK317068.1.cluster001	7352
NZ_KK317072.1.cluster049	7352
NZ_KK317073.1.cluster001	7352
NZ_KK317077.1.cluster001	7352
NZ_KK317083.1.cluster030	7352
NZ_KK317084.1.cluster030	7352
NZ_KK317085.1.cluster006	7352
NZ_KK317087.1.cluster001	7352
NZ_KK317097.1.cluster003	7352
NZ_KK317180.1.cluster009	7352
NZ_KK317251.1.cluster005	7352
NZ_KK317408.1.cluster043	7352
NZ_KK317567.1.cluster010	7352
NZ_KK317636.1.cluster001	7352
NZ_KK317720.1.cluster007	7352
NZ_KK317882.1.cluster046	7352
NZ_KK318104.1.cluster011	7352
NZ_KK318169.1.cluster044	7352
NZ_KK318246.1.cluster008	7352
NZ_KK318402.1.cluster005	7352
NZ_KK318468.1.cluster005	7352
NZ_KK318705.1.cluster049	7352
NZ_KK318706.1.cluster049	7352
NZ_KK318707.1.cluster009	7352
NZ_KK318777.1.cluster001	7352
NZ_KK318935.1.cluster016	7352
NZ_KK319009.1.cluster006	7352
NZ_KK319164.1.cluster011	7352
NZ_KK319312.1.cluster014	7352
NZ_KK319462.1.cluster020	7352
NZ_KK319694.1.cluster013	7352
NZ_KK319763.1.cluster011	7352
NZ_KK319834.1.cluster049	7352
NZ_KK319835.1.cluster014	7352
NZ_KK320071.1.cluster011	7352
NZ_KK320142.1.cluster004	7352
NZ_KK320308.1.cluster017	7352
NZ_KK320383.1.cluster006	7352
NZ_KK320524.1.cluster001	7352
NZ_KK320596.1.cluster010	7352
NZ_KK320763.1.cluster001	7352
NZ_KK320829.1.cluster008	7352
NZ_KK320896.1.cluster001	7352
NZ_KK321050.1.cluster049	7352
NZ_KK321051.1.cluster045	7352
NZ_KK321117.1.cluster049	7352
NZ_KK321118.1.cluster049	7352
NZ_KK321197.1.cluster049	7352
NZ_KK321198.1.cluster015	7352
NZ_KK321350.1.cluster049	7352
NZ_KK321351.1.cluster009	7352
NZ_KK321410.1.cluster049	7352
NZ_KK321411.1.cluster049	7352
NZ_KK321412.1.cluster043	7352
NZ_KK321418.1.cluster044	7352
NZ_KK321425.1.cluster042	7352
NZ_KK321431.1.cluster043	7352
NZ_KK321435.1.cluster001	7352
NZ_KK321440.1.cluster008	7352
NZ_KK321513.1.cluster028	7352
NZ_KK321519.1.cluster001	7352
NZ_KK321524.1.cluster031	7352
NZ_KK321540.1.cluster001	7352
NZ_KK321548.1.cluster001	7352
NZ_KK321552.1.cluster029	7352
NZ_KK321556.1.cluster013	7352
NZ_KK321632.1.cluster006	7352
NZ_KK321722.1.cluster043	7352
NZ_KK321730.1.cluster001	7352
NZ_KK321735.1.cluster001	7352
NZ_KK321739.1.cluster024	7352
NZ_KK321744.1.cluster043	7352
NZ_KK321818.1.cluster043	7352
NZ_KK321825.1.cluster009	7352
NZ_KK321900.1.cluster001	7352
NZ_KK321905.1.cluster001	7352
NZ_KK321911.1.cluster001	7352
NZ_KK321916.1.cluster024	7352
NZ_KK321999.1.cluster029	7352
NZ_KK322005.1.cluster007	7352
NZ_KK322072.1.cluster007	7352
NZ_KK322146.1.cluster001	7352
NZ_KK322153.1.cluster001	7352
NZ_KK322160.1.cluster020	7352
NZ_KK322169.1.cluster001	7352
NZ_KK322177.1.cluster007	7352
NZ_KK322261.1.cluster001	7352
NZ_KK322269.1.cluster001	7352
NZ_KK322277.1.cluster029	7352
NZ_KK322280.1.cluster001	7352
NZ_KK322286.1.cluster010	7352
NZ_KK322365.1.cluster043	7352
NZ_KK322452.1.cluster001	7352
NZ_KK322458.1.cluster001	7352
NZ_KK322464.1.cluster001	7352
NZ_KK322482.1.cluster046	7352
NZ_KK322490.1.cluster030	7352
NZ_KK322507.1.cluster036	7352
NZ_KK322508.1.cluster001	7352
NZ_KK322516.1.cluster001	7352
NZ_KK322520.1.cluster001	7352
NZ_KK322558.1.cluster042	7352
NZ_KK322562.1.cluster034	7352
NZ_KK322595.1.cluster037	7352
NZ_KK322619.1.cluster001	7352
NZ_KK322625.1.cluster001	7352
NZ_KK322628.1.cluster001	7352
NZ_KK322630.1.cluster039	7352
NZ_KK322640.1.cluster001	7352
NZ_KK322643.1.cluster028	7352
NZ_KK322664.1.cluster001	7352
NZ_KK322667.1.cluster001	7352
NZ_KK322692.1.cluster001	7352
NZ_KK322726.1.cluster044	7352
NZ_KK322731.1.cluster001	7352
NZ_KK322751.1.cluster001	7352
NZ_KK322763.1.cluster043	7352
NZ_KK322769.1.cluster039	7352
NZ_KK322786.1.cluster041	7352
NZ_KK322802.1.cluster001	7352
NZ_KK322805.1.cluster041	7352
NZ_KK322817.1.cluster001	7352
NZ_KK322844.1.cluster001	7352
NZ_KK322849.1.cluster001	7352
NZ_KK322898.1.cluster040	7352
NZ_KK322990.1.cluster005	7352
NZ_KK323062.1.cluster041	7352
NZ_KK323171.1.cluster041	7352
NZ_KK323274.1.cluster003	7352
NZ_KK323347.1.cluster010	7352
NZ_KK323423.1.cluster006	7352
NZ_KK323496.1.cluster001	7352
NZ_KK323567.1.cluster001	7352
NZ_KK323642.1.cluster001	7352
NZ_KK323715.1.cluster004	7352
NZ_KK323853.1.cluster001	7352
NZ_KK323935.1.cluster037	7352
NZ_KK324058.1.cluster012	7352
NZ_KK324072.1.cluster049	7352
NZ_KK324073.1.cluster049	7352
NZ_KK324074.1.cluster006	7352
NZ_KK324152.1.cluster049	7352
NZ_KK324331.1.cluster049	7352
NZ_KK324332.1.cluster004	7352
NZ_KK324415.1.cluster019	7352
NZ_KK324487.1.cluster006	7352
NZ_KK324541.1.cluster004	7352
NZ_KK324697.1.cluster001	7352
NZ_KK324761.1.cluster023	7352
NZ_KK324842.1.cluster007	7352
NZ_KK324934.1.cluster001	7352
NZ_KK325001.1.cluster001	7352
NZ_KK325005.1.cluster049	7352
NZ_KK325006.1.cluster046	7352
NZ_KK325217.1.cluster014	7352
NZ_KK327808.1.cluster049	7352
NZ_KK327809.1.cluster040	7352
NZ_KK327813.1.cluster003	7352
NZ_KK327817.1.cluster006	7352
NZ_KK327818.1.cluster006	7352
NZ_KK327819.1.cluster049	7352
NZ_KK327821.1.cluster006	7352
NZ_KK327822.1.cluster049	7352
NZ_KK327823.1.cluster001	7352
NZ_KK327831.1.cluster027	7352
NZ_KK327832.1.cluster006	7352
NZ_KK327833.1.cluster044	7352
NZ_KK327835.1.cluster049	7352
NZ_KK327838.1.cluster050	7352
NZ_KK327839.1.cluster006	7352
NZ_KK327840.1.cluster001	7352
NZ_KK327845.1.cluster001	7352
NZ_KK327850.1.cluster001	7352
NZ_KK327854.1.cluster006	7352
NZ_KK327855.1.cluster041	7352
NZ_KK327868.1.cluster040	7352
NZ_KK327872.1.cluster027	7352
NZ_KK327880.1.cluster024	7352
NZ_KK327888.1.cluster001	7352
NZ_KK327915.1.cluster041	7352
NZ_KK327929.1.cluster044	7352
NZ_KK327940.1.cluster006	7352
NZ_KK327948.1.cluster006	7352
NZ_KK327957.1.cluster049	7352
NZ_KK327963.1.cluster006	7352
NZ_KK327964.1.cluster001	7352
NZ_KK327966.1.cluster024	7352
NZ_KK327973.1.cluster005	7352
NZ_KK327980.1.cluster041	7352
NZ_KK327986.1.cluster030	7352
NZ_KK327996.1.cluster005	7352
NZ_KK328009.1.cluster015	7352
NZ_KK328023.1.cluster038	7352
NZ_KK328030.1.cluster001	7352
NZ_KK328041.1.cluster001	7352
NZ_KK328046.1.cluster017	7352
NZ_KK328055.1.cluster001	7352
NZ_KK328070.1.cluster020	7352
NZ_KK328077.1.cluster005	7352
NZ_KK328092.1.cluster001	7352
NZ_KK328101.1.cluster001	7352
NZ_KK328103.1.cluster006	7352
NZ_KK328105.1.cluster001	7352
NZ_KK328107.1.cluster006	7352
NZ_KK328108.1.cluster001	7352
NZ_KK328164.1.cluster001	7352
NZ_KK328183.1.cluster001	7352
NZ_KK328184.1.cluster041	7352
NZ_KK328188.1.cluster001	7352
NZ_KK328195.1.cluster041	7352
NZ_KK328200.1.cluster001	7352
NZ_KK328241.1.cluster001	7352
NZ_KK328243.1.cluster001	7352
NZ_KK328260.1.cluster006	7352
NZ_KK328262.1.cluster001	7352
NZ_KK328270.1.cluster005	7352
NZ_KK328286.1.cluster027	7352
NZ_KK328288.1.cluster005	7352
NZ_KK328295.1.cluster001	7352
NZ_KK328322.1.cluster040	7352
NZ_KK328324.1.cluster041	7352
NZ_KK328337.1.cluster040	7352
NZ_KK328341.1.cluster001	7352
NZ_KK328356.1.cluster001	7352
NZ_KK328363.1.cluster034	7352
NZ_KK328370.1.cluster006	7352
NZ_KK328372.1.cluster042	7352
NZ_KK328378.1.cluster006	7352
NZ_KK328379.1.cluster006	7352
NZ_KK328380.1.cluster006	7352
NZ_KK328381.1.cluster006	7352
NZ_KK328383.1.cluster049	7352
NZ_KK328384.1.cluster001	7352
NZ_KK328395.1.cluster001	7352
NZ_KK328398.1.cluster036	7352
NZ_KK328401.1.cluster041	7352
NZ_KK328406.1.cluster001	7352
NZ_KK328412.1.cluster001	7352
NZ_KK328417.1.cluster040	7352
NZ_KK328423.1.cluster001	7352
NZ_KK328434.1.cluster040	7352
NZ_KK328438.1.cluster001	7352
NZ_KK328445.1.cluster001	7352
NZ_KK328453.1.cluster039	7352
NZ_KK328467.1.cluster040	7352
NZ_KK328470.1.cluster001	7352
NZ_KK328477.1.cluster029	7352
NZ_KK328486.1.cluster001	7352
NZ_KK328490.1.cluster001	7352
NZ_KK328494.1.cluster001	7352
NZ_KK328500.1.cluster040	7352
NZ_KK328509.1.cluster025	7352
NZ_KK328514.1.cluster043	7352
NZ_KK328520.1.cluster001	7352
NZ_KK328525.1.cluster001	7352
NZ_KK328529.1.cluster042	7352
NZ_KK328606.1.cluster038	7352
NZ_KK328609.1.cluster001	7352
NZ_KK328615.1.cluster001	7352
NZ_KK328705.1.cluster043	7352
NZ_KK328714.1.cluster032	7352
NZ_KK328720.1.cluster043	7352
NZ_KK328726.1.cluster044	7352
NZ_KK328732.1.cluster043	7352
NZ_KK328739.1.cluster001	7352
NZ_KK328743.1.cluster001	7352
NZ_KK328748.1.cluster042	7352
NZ_KK328754.1.cluster001	7352
NZ_KK328761.1.cluster043	7352
NZ_KK328771.1.cluster001	7352
NZ_KK328774.1.cluster019	7352
NZ_KK328850.1.cluster001	7352
NZ_KK328856.1.cluster042	7352
NZ_KK328862.1.cluster001	7352
NZ_KK328869.1.cluster001	7352
NZ_KK328879.1.cluster042	7352
NZ_KK328887.1.cluster001	7352
NZ_KK328893.1.cluster001	7352
NZ_KK328916.1.cluster043	7352
NZ_KK328923.1.cluster043	7352
NZ_KK328928.1.cluster043	7352
NZ_KK328935.1.cluster044	7352
NZ_KK328943.1.cluster001	7352
NZ_KK328949.1.cluster001	7352
NZ_KK328957.1.cluster001	7352
NZ_KK328962.1.cluster037	7352
NZ_KK328973.1.cluster001	7352
NZ_KK328979.1.cluster043	7352
NZ_KK328987.1.cluster001	7352
NZ_KK328991.1.cluster006	7352
NZ_KK329069.1.cluster004	7352
NZ_KK329151.1.cluster001	7352
NZ_KK329300.1.cluster006	7352
NZ_KK329386.1.cluster010	7352
NZ_KK329468.1.cluster007	7352
NZ_KK329546.1.cluster001	7352
NZ_KK329625.1.cluster007	7352
NZ_KK329783.1.cluster010	7352
NZ_KK329856.1.cluster017	7352
NZ_KK329938.1.cluster006	7352
NZ_KK330174.1.cluster008	7352
NZ_KK330416.1.cluster001	7352
NZ_KK330597.1.cluster010	7352
NZ_KK330672.1.cluster010	7352
NZ_KK330835.1.cluster009	7352
NZ_KK330926.1.cluster007	7352
NZ_KK331080.1.cluster010	7352
NZ_KK331161.1.cluster002	7352
NZ_KK331320.1.cluster008	7352
NZ_KK331379.1.cluster001	7352
NZ_KK331454.1.cluster007	7352
NZ_KK331618.1.cluster020	7352
NZ_KK331704.1.cluster001	7352
NZ_KK331785.1.cluster007	7352
NZ_KK331870.1.cluster006	7352
NZ_KK331949.1.cluster001	7352
NZ_KK332059.1.cluster041	7352
NZ_KK332142.1.cluster002	7352
NZ_KK332229.1.cluster021	7352
NZ_KK332293.1.cluster010	7352
NZ_KK332365.1.cluster010	7352
NZ_KK332603.1.cluster016	7352
NZ_KK332666.1.cluster010	7352
NZ_KK332741.1.cluster009	7352
NZ_KK332811.1.cluster010	7352
NZ_KK333037.1.cluster016	7352
NZ_KK333102.1.cluster006	7352
NZ_KK333176.1.cluster007	7352
NZ_KK333255.1.cluster007	7352
NZ_KK333329.1.cluster010	7352
NZ_KK333400.1.cluster005	7352
NZ_KK333478.1.cluster004	7352
NZ_KK333554.1.cluster001	7352
NZ_KK333634.1.cluster006	7352
NZ_KK333707.1.cluster001	7352
NZ_KK333790.1.cluster009	7352
NZ_KK333943.1.cluster004	7352
NZ_KK334018.1.cluster010	7352
NZ_KK334089.1.cluster009	7352
NZ_KK334162.1.cluster010	7352
NZ_KK334232.1.cluster001	7352
NZ_KK334312.1.cluster008	7352
NZ_KK334402.1.cluster001	7352
NZ_KK334477.1.cluster007	7352
NZ_KK334546.1.cluster008	7352
NZ_KK334622.1.cluster010	7352
NZ_KK334697.1.cluster008	7352
NZ_KK334769.1.cluster001	7352
NZ_KK334845.1.cluster001	7352
NZ_KK334923.1.cluster001	7352
NZ_KK334997.1.cluster001	7352
NZ_KK335067.1.cluster010	7352
NZ_KK335226.1.cluster006	7352
NZ_KK335318.1.cluster006	7352
NZ_KK335397.1.cluster009	7352
NZ_KK335469.1.cluster004	7352
NZ_KK335546.1.cluster005	7352
NZ_KK335622.1.cluster003	7352
NZ_KK335864.1.cluster009	7352
NZ_KK335935.1.cluster006	7352
NZ_KK336005.1.cluster006	7352
NZ_KK336094.1.cluster009	7352
NZ_KK336159.1.cluster008	7352
NZ_KK336375.1.cluster006	7352
NZ_KK336448.1.cluster010	7352
NZ_KK336599.1.cluster009	7352
NZ_KK336677.1.cluster002	7352
NZ_KK336849.1.cluster009	7352
NZ_KK336929.1.cluster013	7352
NZ_KK336997.1.cluster001	7352
NZ_KK337077.1.cluster011	7352
NZ_KK337145.1.cluster005	7352
NZ_KK337309.1.cluster001	7352
NZ_KK337378.1.cluster006	7352
NZ_KK337453.1.cluster002	7352
NZ_KK337529.1.cluster006	7352
NZ_KK337608.1.cluster010	7352
NZ_KK337679.1.cluster001	7352
NZ_KK337743.1.cluster006	7352
NZ_KK337901.1.cluster001	7352
NZ_KK337976.1.cluster008	7352
NZ_KK338039.1.cluster004	7352
NZ_KK338131.1.cluster001	7352
NZ_KK338243.1.cluster014	7352
NZ_KK338323.1.cluster007	7352
NZ_KK338398.1.cluster006	7352
NZ_KK338841.1.cluster001	7352
NZ_KK338848.1.cluster026	7352
NZ_KK338855.1.cluster001	7352
NZ_KK338859.1.cluster001	7352
NZ_KK338861.1.cluster011	7352
NZ_KK338900.1.cluster042	7352
NZ_KK338904.1.cluster001	7352
NZ_KK338907.1.cluster041	7352
NZ_KK338911.1.cluster001	7352
NZ_KK338913.1.cluster001	7352
NZ_KK338921.1.cluster041	7352
NZ_KK338942.1.cluster001	7352
NZ_KK338962.1.cluster038	7352
NZ_KK338976.1.cluster038	7352
NZ_KK339081.1.cluster001	7352
NZ_KK339087.1.cluster040	7352
NZ_KK339104.1.cluster039	7352
NZ_KK339110.1.cluster001	7352
NZ_KK339121.1.cluster041	7352
NZ_KK339124.1.cluster001	7352
NZ_KK339126.1.cluster001	7352
NZ_KK339133.1.cluster001	7352
NZ_KK339137.1.cluster048	7352
NZ_KK339141.1.cluster040	7352
NZ_KK339145.1.cluster001	7352
NZ_KK339149.1.cluster029	7352
NZ_KK339153.1.cluster047	7352
NZ_KK339163.1.cluster025	7352
NZ_KK339190.1.cluster001	7352
NZ_KK339192.1.cluster001	7352
NZ_KK339196.1.cluster029	7352
NZ_KK339201.1.cluster013	7352
NZ_KK339242.1.cluster044	7352
NZ_KK339248.1.cluster001	7352
NZ_KK339256.1.cluster040	7352
NZ_KK339262.1.cluster001	7352
NZ_KK339266.1.cluster001	7352
NZ_KK339271.1.cluster001	7352
NZ_KK339277.1.cluster001	7352
NZ_KK339284.1.cluster001	7352
NZ_KK339295.1.cluster001	7352
NZ_KK339303.1.cluster029	7352
NZ_KK339308.1.cluster001	7352
NZ_KK339316.1.cluster040	7352
NZ_KK339319.1.cluster001	7352
NZ_KK339323.1.cluster023	7352
NZ_KK339326.1.cluster001	7352
NZ_KK339334.1.cluster001	7352
NZ_KK339339.1.cluster001	7352
NZ_KK339346.1.cluster037	7352
NZ_KK339357.1.cluster001	7352
NZ_KK339360.1.cluster029	7352
NZ_KK339395.1.cluster033	7352
NZ_KK339400.1.cluster041	7352
NZ_KK339422.1.cluster045	7352
NZ_KK339426.1.cluster001	7352
NZ_KK339429.1.cluster048	7352
NZ_KK339433.1.cluster044	7352
NZ_KK339435.1.cluster001	7352
NZ_KK339441.1.cluster001	7352
NZ_KK339452.1.cluster001	7352
NZ_KK339458.1.cluster024	7352
NZ_KK339476.1.cluster047	7352
NZ_KK339481.1.cluster001	7352
NZ_KK339487.1.cluster001	7352
NZ_KK339489.1.cluster042	7352
NZ_KK339500.1.cluster009	7352
NZ_KK339567.1.cluster001	7352
NZ_KK339602.1.cluster001	7352
NZ_KK339608.1.cluster043	7352
NZ_KK339616.1.cluster001	7352
NZ_KK339621.1.cluster001	7352
NZ_KK339625.1.cluster028	7352
NZ_KK339662.1.cluster033	7352
NZ_KK339668.1.cluster006	7352
NZ_KK339806.1.cluster001	7352
NZ_KK339811.1.cluster001	7352
NZ_KK339817.1.cluster023	7352
NZ_KK339859.1.cluster001	7352
NZ_KK339867.1.cluster001	7352
NZ_KK339947.1.cluster022	7352
NZ_KK339957.1.cluster017	7352
NZ_KK339964.1.cluster038	7352
NZ_KK339973.1.cluster045	7352
NZ_KK339975.1.cluster004	7352
NZ_KK340039.1.cluster001	7352
NZ_KK340046.1.cluster039	7352
NZ_KK340055.1.cluster024	7352
NZ_KK340061.1.cluster001	7352
NZ_KK340065.1.cluster001	7352
NZ_KK340068.1.cluster038	7352
NZ_KK340081.1.cluster042	7352
NZ_KK340090.1.cluster029	7352
NZ_KK340095.1.cluster038	7352
NZ_KK340113.1.cluster018	7352
NZ_KK340161.1.cluster001	7352
NZ_KK340167.1.cluster001	7352
NZ_KK340196.1.cluster001	7352
NZ_KK340201.1.cluster025	7352
NZ_KK340220.1.cluster001	7352
NZ_KK340226.1.cluster010	7352
NZ_KK340291.1.cluster001	7352
NZ_KK340296.1.cluster011	7352
NZ_KK340311.1.cluster001	7352
NZ_KK340322.1.cluster001	7352
NZ_KK340380.1.cluster001	7352
NZ_KK340389.1.cluster001	7352
NZ_KK340393.1.cluster042	7352
NZ_KK340401.1.cluster023	7352
NZ_KK340417.1.cluster001	7352
NZ_KK340419.1.cluster041	7352
NZ_KK340423.1.cluster023	7352
NZ_KK340431.1.cluster038	7352
NZ_KK340442.1.cluster009	7352
NZ_KK340529.1.cluster021	7352
NZ_KK340606.1.cluster007	7352
NZ_KK340681.1.cluster001	7352
NZ_KK340753.1.cluster009	7352
NZ_KK340836.1.cluster006	7352
NZ_KK341001.1.cluster006	7352
NZ_KK341221.1.cluster047	7352
NZ_KK341227.1.cluster001	7352
NZ_KK341410.1.cluster001	7352
NZ_KK341654.1.cluster016	7352
NZ_KK341780.1.cluster001	7352
NZ_KK341783.1.cluster043	7352
NZ_KK341896.1.cluster042	7352
NZ_KK341946.1.cluster041	7352
NZ_KK341955.1.cluster049	7352
NZ_KK342178.1.cluster041	7352
NZ_KK342184.1.cluster014	7352
NZ_KK342315.1.cluster001	7352
NZ_KK342337.1.cluster039	7352
NZ_KK342350.1.cluster039	7352
NZ_KK342382.1.cluster001	7352
NZ_KK342394.1.cluster001	7352
NZ_KK342401.1.cluster024	7352
NZ_KK342405.1.cluster027	7352
NZ_KK342406.1.cluster001	7352
NZ_KK342414.1.cluster001	7352
NZ_KK342420.1.cluster034	7352
NZ_KK342435.1.cluster001	7352
NZ_KK342440.1.cluster001	7352
NZ_KK342444.1.cluster001	7352
NZ_KK342454.1.cluster019	7352
NZ_KK342459.1.cluster043	7352
NZ_KK342468.1.cluster025	7352
NZ_KK342487.1.cluster030	7352
NZ_KK342506.1.cluster001	7352
NZ_KK350886.1.cluster001	7352
NZ_KK350895.1.cluster001	7352
NZ_KK350897.1.cluster049	7352
NZ_KK350898.1.cluster049	7352
NZ_KK350899.1.cluster049	7352
NZ_KK350900.1.cluster034	7352
NZ_KK350903.1.cluster049	7352
NZ_KK350904.1.cluster038	7352
NZ_KK350906.1.cluster001	7352
NZ_KK350910.1.cluster001	7352
NZ_KK350912.1.cluster049	7352
NZ_KK350913.1.cluster049	7352
NZ_KK350914.1.cluster006	7352
NZ_KK350915.1.cluster001	7352
NZ_KK350919.1.cluster043	7352
NZ_KK350921.1.cluster049	7352
NZ_KK350922.1.cluster049	7352
NZ_KK350923.1.cluster043	7352
NZ_KK350941.1.cluster049	7352
NZ_KK350942.1.cluster049	7352
NZ_KK350943.1.cluster049	7352
NZ_KK350950.1.cluster006	7352
NZ_KK350952.1.cluster023	7352
NZ_KK350957.1.cluster001	7352
